depth,width,height,iterations,frame,bits,gpu,repairs,render_ms,total_ms,sha256
100,2200,1560,4096,0,432,True,0,359.02,438.5317499982193,a7bbe712df4aae3abe47df71d04c2ebb39caa6af0e2f9d15800b510cc39804b9
100,2200,1560,4096,1,432,True,0,3353.627,3418.6248750047525,a7bbe712df4aae3abe47df71d04c2ebb39caa6af0e2f9d15800b510cc39804b9
100,2200,1560,4096,2,432,True,0,3537.031,3600.7460830005584,a7bbe712df4aae3abe47df71d04c2ebb39caa6af0e2f9d15800b510cc39804b9
100,2200,1560,4096,3,432,True,0,296.017,361.6216250084108,a7bbe712df4aae3abe47df71d04c2ebb39caa6af0e2f9d15800b510cc39804b9
